Chromosome	Integration site	Dataset
chr20	34295826	Maldarelli
chr20	35509365	Maldarelli
chr20	37165442	Maldarelli
chr20	37167981	Maldarelli
chr20	39704652	Maldarelli
chr20	39704657	Maldarelli
chr20	39891370	Maldarelli
chr20	43561095	Maldarelli
chr20	46183984	Maldarelli
chr20	46206736	Maldarelli
chr20	48250191	Maldarelli
chr20	49522968	Maldarelli
chr20	56901557	Maldarelli
chr20	56902364	Maldarelli
chr20	57778717	Maldarelli
chr20	57822203	Maldarelli
chr20	61365169	Maldarelli
chr20	61547520	Maldarelli
chr21	15899422	Maldarelli
chr21	16030088	Maldarelli
chr21	19175189	Maldarelli
chr21	34123366	Maldarelli
chr21	34607527	Maldarelli
chr21	34918474	Maldarelli
chr21	38620652	Maldarelli
chr21	40559631	Maldarelli
chr21	45295997	Maldarelli
chr21	46279097	Maldarelli
chr21	46342467	Maldarelli
chr21	47927057	Maldarelli
chr21	47927062	Maldarelli
chr21	47989217	Maldarelli
chr22	19803165	Maldarelli
chr22	21955507	Maldarelli
chr22	21955764	Maldarelli
chr22	25496460	Maldarelli
chr22	26062422	Maldarelli
chr22	28346435	Maldarelli
chr22	28820612	Maldarelli
chr22	28820617	Maldarelli
chr22	29912302	Maldarelli
chr22	30307780	Maldarelli
chr22	30514664	Maldarelli
chr22	30515408	Maldarelli
chr22	30555480	Maldarelli
chr22	31333612	Maldarelli
chr22	31726895	Maldarelli
chr22	31927174	Maldarelli
chr22	32096142	Maldarelli
chr22	32185419	Maldarelli
chr22	37542415	Maldarelli
chr22	39094499	Maldarelli
chr22	39482728	Maldarelli
chr22	39482729	Maldarelli
chr22	39804108	Maldarelli
chr22	40527774	Maldarelli
chr22	40527779	Maldarelli
chr22	40643289	Maldarelli
chr22	40644783	Maldarelli
chr22	40648761	Maldarelli
chr22	40695990	Maldarelli
chr22	40838746	Maldarelli
chr22	40848614	Maldarelli
chr22	40862945	Maldarelli
chr22	40953670	Maldarelli
chr22	41265938	Maldarelli
chr22	41837103	Maldarelli
chr22	43373021	Maldarelli
chr22	45581535	Maldarelli
chr22	45748216	Maldarelli
chr22	50205945	Maldarelli
chr22	50298644	Maldarelli
chr22	50298647	Maldarelli
chr22	50298649	Maldarelli
chr22	50306790	Maldarelli
chr22	50814767	Maldarelli
chr22	50815010	Maldarelli
chr22	50828981	Maldarelli
chr22	51062321	Maldarelli
chr3	5200380	Maldarelli
chr3	5240691	Maldarelli
chr3	11850313	Maldarelli
chr3	15036603	Maldarelli
chr3	15719842	Maldarelli
chr3	16424668	Maldarelli
chr3	20154192	Maldarelli
chr3	29908118	Maldarelli
chr3	44890532	Maldarelli
chr3	45761239	Maldarelli
chr3	47076655	Maldarelli
chr3	47095792	Maldarelli
chr3	47159811	Maldarelli
chr3	47438547	Maldarelli
chr3	47981137	Maldarelli
chr3	48040913	Maldarelli
chr3	48078567	Maldarelli
chr3	48087365	Maldarelli
chr3	48735746	Maldarelli
chr3	48965861	Maldarelli
chr3	48965866	Maldarelli
chr3	49242014	Maldarelli
chr3	49375155	Maldarelli
chr3	49716238	Maldarelli
chr3	49790921	Maldarelli
chr3	49868385	Maldarelli
chr3	50076936	Maldarelli
chr3	50148455	Maldarelli
chr3	51434777	Maldarelli
chr3	51434782	Maldarelli
chr3	51482755	Maldarelli
chr3	51484268	Maldarelli
chr3	52952495	Maldarelli
chr3	57830799	Maldarelli
chr3	69079256	Maldarelli
chr3	69093696	Maldarelli
chr3	69112258	Maldarelli
chr3	69321383	Maldarelli
chr3	100450950	Maldarelli
chr3	107491132	Maldarelli
chr3	114394825	Maldarelli
chr3	114543432	Maldarelli
chr3	119112469	Maldarelli
chr3	122189773	Maldarelli
chr3	128457930	Maldarelli
chr3	141259103	Maldarelli
chr3	141903731	Maldarelli
chr3	152114365	Maldarelli
chr3	169872893	Maldarelli
chr3	184690379	Maldarelli
chr3	189376555	Maldarelli
chr3	194139841	Maldarelli
chr3	195099387	Maldarelli
chr3	196499558	Maldarelli
chr3	196543500	Maldarelli
chr3	196543501	Maldarelli
chr3	196546399	Maldarelli
chr3	196805647	Maldarelli
chr3	196805652	Maldarelli
chr4	135174	Maldarelli
chr4	348186	Maldarelli
chr4	928788	Maldarelli
chr4	947514	Maldarelli
chr4	980310	Maldarelli
chr4	1181652	Maldarelli
chr4	1319252	Maldarelli
chr4	2000347	Maldarelli
chr4	20732380	Maldarelli
chr4	24550456	Maldarelli
chr4	25842215	Maldarelli
chr4	36203660	Maldarelli
chr4	36275803	Maldarelli
chr4	39731056	Maldarelli
chr4	39875950	Maldarelli
chr4	39915472	Maldarelli
chr4	41944481	Maldarelli
chr4	42006195	Maldarelli
chr4	48115976	Maldarelli
chr4	48176597	Maldarelli
chr4	48613270	Maldarelli
chr4	48613271	Maldarelli
chr4	57776708	Maldarelli
chr4	76522819	Maldarelli
chr4	78737281	Maldarelli
chr4	79720629	Maldarelli
chr4	82411700	Maldarelli
chr4	89388421	Maldarelli
chr4	103429720	Maldarelli
chr4	103728896	Maldarelli
chr4	106351832	Maldarelli
chr4	107146594	Maldarelli
chr4	109010813	Maldarelli
chr4	113175851	Maldarelli
chr4	123819447	Maldarelli
chr4	143265241	Maldarelli
chr4	143619341	Maldarelli
chr4	147352144	Maldarelli
chr4	147393213	Maldarelli
chr4	148852044	Maldarelli
chr4	151248182	Maldarelli
chr4	153257937	Maldarelli
chr4	153449909	Maldarelli
chr4	154399679	Maldarelli
chr4	154435233	Maldarelli
chr4	154453089	Maldarelli
chr5	9319640	Maldarelli
chr5	31138107	Maldarelli
chr5	31553953	Maldarelli
chr5	31553958	Maldarelli
chr5	39167111	Maldarelli
chr5	39167116	Maldarelli
chr5	49964706	Maldarelli
chr5	50035002	Maldarelli
chr5	55271643	Maldarelli
chr5	59447100	Maldarelli
chr5	61733172	Maldarelli
chr5	68203406	Maldarelli
chr5	68203411	Maldarelli
chr5	70764843	Maldarelli
chr5	77523828	Maldarelli
chr5	78920150	Maldarelli
chr5	78949174	Maldarelli
chr5	79532851	Maldarelli
chr5	79770868	Maldarelli
chr5	79993939	Maldarelli
chr5	80066395	Maldarelli
chr5	80383783	Maldarelli
chr5	90673903	Maldarelli
chr5	93416284	Maldarelli
chr5	94015987	Maldarelli
chr5	94877080	Maldarelli
chr5	98213753	Maldarelli
chr5	109702534	Maldarelli
chr5	112876468	Maldarelli
chr5	118684128	Maldarelli
chr5	125780195	Maldarelli
chr5	130678766	Maldarelli
chr5	130686449	Maldarelli
chr5	130695902	Maldarelli
chr5	130826440	Maldarelli
chr5	131929290	Maldarelli
chr5	132391448	Maldarelli
chr5	132391453	Maldarelli
chr5	133708703	Maldarelli
chr5	135512657	Maldarelli
chr5	138977164	Maldarelli
chr5	139853110	Maldarelli
chr5	142773615	Maldarelli
chr5	142773620	Maldarelli
chr5	156705202	Maldarelli
chr5	162896981	Maldarelli
chr5	171496450	Maldarelli
chr5	175888908	Maldarelli
chr5	176580379	Maldarelli
chr5	176596334	Maldarelli
chr5	176621515	Maldarelli
chr5	176708256	Maldarelli
chr5	179135417	Maldarelli
chr5	180682940	Maldarelli
chr6	618335	Maldarelli
chr6	5549091	Maldarelli
chr6	11716795	Maldarelli
chr6	12097611	Maldarelli
chr6	12097612	Maldarelli
chr6	15603556	Maldarelli
chr6	17654159	Maldarelli
chr6	20565473	Maldarelli
chr6	20704413	Maldarelli
chr6	24861526	Maldarelli
chr6	25456566	Maldarelli
chr6	25456567	Maldarelli
chr6	25980295	Maldarelli
chr6	26126598	Maldarelli
chr6	26129407	Maldarelli
chr6	26408131	Maldarelli
chr6	26446751	Maldarelli
chr6	26524397	Maldarelli
chr6	29986861	Maldarelli
chr6	29990060	Maldarelli
chr6	30526518	Maldarelli
chr6	30542833	Maldarelli
chr6	30548932	Maldarelli
chr6	30579734	Maldarelli
chr6	30579798	Maldarelli
chr6	30787866	Maldarelli
chr6	31131656	Maldarelli
chr6	31131661	Maldarelli
chr6	31700469	Maldarelli
chr6	32926762	Maldarelli
chr6	33226084	Maldarelli
chr6	33269476	Maldarelli
chr6	33278341	Maldarelli
chr6	34304897	Maldarelli
chr6	34647892	Maldarelli
chr6	34653953	Maldarelli
chr6	35553071	Maldarelli
chr6	35567456	Maldarelli
chr6	35567457	Maldarelli
chr6	35626433	Maldarelli
chr6	35649004	Maldarelli
chr6	36564436	Maldarelli
chr6	36851286	Maldarelli
chr6	36851291	Maldarelli
chr6	37432600	Maldarelli
chr6	38207629	Maldarelli
chr6	38543424	Maldarelli
chr6	38543425	Maldarelli
chr6	41960772	Maldarelli
chr6	42756261	Maldarelli
chr6	43567531	Maldarelli
chr6	45399204	Maldarelli
chr6	52878088	Maldarelli
chr6	57289869	Maldarelli
chr6	69785326	Maldarelli
chr6	79675187	Maldarelli
chr6	87934079	Maldarelli
chr6	90563739	Maldarelli
chr6	90720842	Maldarelli
chr6	90721872	Maldarelli
chr6	90725892	Maldarelli
chr6	90726875	Maldarelli
chr6	90729358	Maldarelli
chr6	90730830	Maldarelli
chr6	90744822	Maldarelli
chr6	90745663	Maldarelli
chr6	90745668	Maldarelli
chr6	90750362	Maldarelli
chr6	90750365	Maldarelli
chr6	90759962	Maldarelli
chr6	90783866	Maldarelli
chr6	90785962	Maldarelli
chr6	90786243	Maldarelli
chr6	90800858	Maldarelli
chr6	90804099	Maldarelli
chr6	90804104	Maldarelli
chr6	90899777	Maldarelli
chr6	99369201	Maldarelli
chr6	101249946	Maldarelli
chr6	108930644	Maldarelli
chr6	110972532	Maldarelli
chr6	119176174	Maldarelli
chr6	119199418	Maldarelli
chr6	126222556	Maldarelli
chr6	129952125	Maldarelli
chr6	129958010	Maldarelli
chr6	131375756	Maldarelli
chr6	135365969	Maldarelli
chr6	136604960	Maldarelli
chr6	137069802	Maldarelli
chr6	144651568	Maldarelli
chr6	149847786	Maldarelli
chr6	150015152	Maldarelli
chr6	150093287	Maldarelli
chr6	155487260	Maldarelli
chr6	167387798	Maldarelli
chr6	170891487	Maldarelli
chr7	2454313	Maldarelli
chr7	5804715	Maldarelli
chr7	7624684	Maldarelli
chr7	7635692	Maldarelli
chr7	7703008	Maldarelli
chr7	7787147	Maldarelli
chr7	7795480	Maldarelli
chr7	11179792	Maldarelli
chr7	11184354	Maldarelli
chr7	13960839	Maldarelli
chr7	17880671	Maldarelli
chr7	17898509	Maldarelli
chr7	23028406	Maldarelli
chr7	24858410	Maldarelli
chr7	24858415	Maldarelli
chr7	24871164	Maldarelli
chr7	24990855	Maldarelli
chr7	30349446	Maldarelli
chr7	30359729	Maldarelli
chr7	33074789	Maldarelli
chr7	33074794	Maldarelli
chr7	33230226	Maldarelli
chr7	38812538	Maldarelli
chr7	43715751	Maldarelli
chr7	44661917	Maldarelli
chr7	44868581	Maldarelli
chr7	45101685	Maldarelli
chr7	64464932	Maldarelli
chr7	64842158	Maldarelli
chr7	72955698	Maldarelli
chr7	73239748	Maldarelli
chr7	77537588	Maldarelli
chr7	86830193	Maldarelli
chr7	87599365	Maldarelli
chr7	92307560	Maldarelli
chr7	92382425	Maldarelli
chr7	92382430	Maldarelli
chr7	98504670	Maldarelli
chr7	98946277	Maldarelli
chr7	99093521	Maldarelli
chr7	99161199	Maldarelli
chr7	99618357	Maldarelli
chr7	99748035	Maldarelli
chr7	99809601	Maldarelli
chr7	99918523	Maldarelli
chr7	99977926	Maldarelli
chr7	104666376	Maldarelli
chr7	104723884	Maldarelli
chr7	104723889	Maldarelli
chr7	104875224	Maldarelli
chr7	107182849	Maldarelli
chr7	107182854	Maldarelli
chr7	114616620	Maldarelli
chr7	115861303	Maldarelli
chr7	120602370	Maldarelli
chr7	127011534	Maldarelli
chr7	129497483	Maldarelli
chr7	129517105	Maldarelli
chr7	129586454	Maldarelli
chr7	129586459	Maldarelli
chr7	130859778	Maldarelli
chr7	139295573	Maldarelli
chr7	139756502	Maldarelli
chr7	139826967	Maldarelli
chr7	140465262	Maldarelli
chr7	143104764	Maldarelli
chr7	146686373	Maldarelli
chr7	150163000	Maldarelli
chr7	150181551	Maldarelli
chr7	150429656	Maldarelli
chr7	150429661	Maldarelli
chr7	152103525	Maldarelli
chr8	8196283	Maldarelli
chr8	8196288	Maldarelli
chr8	17802161	Maldarelli
chr8	17806298	Maldarelli
chr8	17808696	Maldarelli
chr8	22361652	Maldarelli
chr8	22363313	Maldarelli
chr8	23264245	Maldarelli
chr8	29977903	Maldarelli
chr8	38173023	Maldarelli
chr8	41856274	Maldarelli
chr8	60017181	Maldarelli
chr8	61594573	Maldarelli
chr8	61831254	Maldarelli
chr8	65708697	Maldarelli
chr8	66636827	Maldarelli
chr8	66720962	Maldarelli
chr8	68139972	Maldarelli
chr8	71211716	Maldarelli
chr8	82438539	Maldarelli
chr8	95754151	Maldarelli
chr8	95842756	Maldarelli
chr8	99748934	Maldarelli
chr8	101961400	Maldarelli
chr8	103397214	Maldarelli
chr8	105558404	Maldarelli
chr8	117680357	Maldarelli
chr8	124547911	Maldarelli
chr8	124795518	Maldarelli
chr8	126012090	Maldarelli
chr8	131313827	Maldarelli
chr8	133794159	Maldarelli
chr8	133795826	Maldarelli
chr8	141386021	Maldarelli
chr8	141435876	Maldarelli
chr8	145264509	Maldarelli
chr8	145282221	Maldarelli
chr8	145613294	Maldarelli
chr8	145706371	Maldarelli
chr8	145746371	Maldarelli
chr8	145746807	Maldarelli
chr8	145746808	Maldarelli
chr8	146170620	Maldarelli
chr9	225382	Maldarelli
chr9	5029630	Maldarelli
chr9	6001941	Maldarelli
chr9	6001946	Maldarelli
chr9	33021631	Maldarelli
chr9	33838529	Maldarelli
chr9	33963980	Maldarelli
chr9	34203615	Maldarelli
chr9	36195215	Maldarelli
chr9	36371871	Maldarelli
chr9	36377049	Maldarelli
chr9	78746298	Maldarelli
chr9	94025834	Maldarelli
chr9	95288554	Maldarelli
chr9	96219534	Maldarelli
chr9	98654262	Maldarelli
chr9	98655543	Maldarelli
chr9	99234071	Maldarelli
chr9	115012006	Maldarelli
chr9	128427322	Maldarelli
chr9	128634321	Maldarelli
chr9	130827432	Maldarelli
chr9	131320636	Maldarelli
chr9	131342244	Maldarelli
chr9	131673742	Maldarelli
chr9	131718700	Maldarelli
chr9	132698162	Maldarelli
chr9	132776347	Maldarelli
chr9	132776352	Maldarelli
chr9	132777706	Maldarelli
chr9	133706178	Maldarelli
chr9	133706183	Maldarelli
chr9	134093569	Maldarelli
chr9	134337508	Maldarelli
chr9	134935914	Maldarelli
chr9	135553991	Maldarelli
chr9	139350705	Maldarelli
chr9	139709745	Maldarelli
chr9	139836363	Maldarelli
chr9	140155591	Maldarelli
chrX	15747958	Maldarelli
chrX	15858834	Maldarelli
chrX	19682765	Maldarelli
chrX	20206997	Maldarelli
chrX	30868529	Maldarelli
chrX	41663816	Maldarelli
chrX	44881227	Maldarelli
chrX	48842188	Maldarelli
chrX	73195236	Maldarelli
chrX	74679953	Maldarelli
chrX	76923119	Maldarelli
chrX	117558931	Maldarelli
chrX	123105625	Maldarelli
chrX	123182588	Maldarelli
chrX	123471546	Maldarelli
chrX	129374278	Maldarelli
chrX	129500712	Maldarelli
chrX	129901094	Maldarelli
chrX	134686536	Maldarelli
chrX	135759793	Maldarelli
chrX	135852339	Maldarelli
chrX	147016199	Maldarelli
chrX	149827578	Maldarelli
chrX	153190624	Maldarelli
chrX	153339082	Maldarelli
chrX	153558489	Maldarelli
chrX	154506621	Maldarelli
chrY	15474488	Maldarelli
chrY	15584679	Maldarelli
chr1	150190708	Maldarelli
chr3	15294446	Maldarelli
chr1	26112722	Maldarelli
chr1	16763964	Maldarelli
chr19	35485594	Maldarelli
chr17	79800929	Maldarelli
chr3	59521453	Maldarelli
chr6	43002398	Maldarelli
chr10	75193587	Maldarelli
chr11	117005963	Maldarelli
chr1	161153754	Maldarelli
chr12	47747147	Maldarelli
chr17	39006596	Maldarelli
chr21	47990522	Maldarelli
chr21	47990523	Maldarelli
chr21	47990524	Maldarelli
chr21	47990527	Maldarelli
chr19	9758727	Maldarelli
chr1	158322490	Maldarelli
chr16	31403841	Maldarelli
chr11	59327807	Maldarelli
chr1	7979076	Maldarelli
chr11	64493484	Maldarelli
chr5	178246398	Maldarelli
chr19	13270571	Maldarelli
chr3	183164404	Maldarelli
chr6	32828370	Maldarelli
chr12	53029299	Maldarelli
chr19	34721506	Maldarelli
chr19	34721511	Maldarelli
chr11	108026849	Maldarelli
chr12	32007438	Maldarelli
chr6	29866707	Maldarelli
chr19	18386498	Maldarelli
chr19	18386503	Maldarelli
chr19	2741344	Maldarelli
chr1	93439116	Maldarelli
chr17	79824300	Maldarelli
chr12	57402479	Maldarelli
chr8	33379351	Maldarelli
chr10	6390931	Maldarelli
chr9	130342689	Maldarelli
chr8	145552800	Maldarelli
chr22	50979250	Maldarelli
chr10	44281353	Maldarelli
chr3	195867998	Maldarelli
chrX	24097640	Maldarelli
chr6	32950881	Maldarelli
chr17	48937908	Maldarelli
chr12	121673783	Maldarelli
chr6	31327204	Maldarelli
chr19	54701378	Maldarelli
chr16	88867585	Maldarelli
chr17	39494142	Maldarelli
chr6	31537625	Maldarelli
chr11	47999905	Maldarelli
chr16	575296	Maldarelli
chr6	27796637	Maldarelli
chr5	141485741	Maldarelli
chr6	30481556	Maldarelli
chr3	182653272	Maldarelli
chr19	47781580	Maldarelli
chr6	158655712	Maldarelli
chr1	112008565	Maldarelli
chr6	32867472	Maldarelli
chr12	121142955	Maldarelli
chr6	26229180	Maldarelli
chr19	42048193	Maldarelli
chr13	114901449	Maldarelli
chr1	117293636	Maldarelli
chr6	32830785	Maldarelli
chr2	68679737	Maldarelli
chr19	46167990	Maldarelli
chr1	37953704	Maldarelli
chrX	153682799	Maldarelli
chr1	112009417	Maldarelli
chr5	180401789	Maldarelli
chr5	180401794	Maldarelli
chr19	40155450	Maldarelli
chr7	150318113	Maldarelli
chr7	150318109	Maldarelli
chr9	44839980	Maldarelli
chr10	112777978	Maldarelli
chr5	39079216	Maldarelli
chr11	59195260	Maldarelli
chr2	64251088	Maldarelli
chr11	118140542	Maldarelli
chr19	47416639	Maldarelli
chr11	118199552	Maldarelli
chr6	17713350	Maldarelli
chr2	204531103	Maldarelli
chr2	9874913	Maldarelli
chr19	13275517	Maldarelli
chr19	13275518	Maldarelli
chr8	146287378	Maldarelli
chrX	57089384	Maldarelli
chr5	40254713	Maldarelli
chr12	13010873	Maldarelli
chr12	55258424	Maldarelli
chr16	11755860	Maldarelli
chr17	74254832	Maldarelli
chr1	26808998	Maldarelli
chr20	32942299	Maldarelli
chr11	65706151	Maldarelli
chr17	7177955	Maldarelli
chr7	50336516	Maldarelli
chr17	80260008	Maldarelli
chr4	84147160	Maldarelli
chr8	145989631	Maldarelli
chr15	93360948	Maldarelli
chrX	53721622	Maldarelli
chrY	2687831	Maldarelli
chr19	40468638	Maldarelli
chr2	38884729	Maldarelli
chr3	46386611	Maldarelli
chr11	60843649	Maldarelli
chr1	18821331	Maldarelli
chr1	198735574	Maldarelli
chr6	149407304	Maldarelli
chrX	78350639	Maldarelli
chr16	68520792	Maldarelli
chr17	7274508	Maldarelli
chr17	56223012	Maldarelli
chr6	30471478	Maldarelli
chr5	55309350	Maldarelli
chr11	60797769	Maldarelli
chr11	60813127	Maldarelli
chr20	4029967	Maldarelli
chr19	13280015	Maldarelli
chr4	148642310	Maldarelli
chr19	19485664	Maldarelli
chr1	117329507	Maldarelli
chr20	30180316	Maldarelli
chr6	165681829	Maldarelli
chr12	9924832	Maldarelli
chr14	35357518	Maldarelli
chr14	35357523	Maldarelli
chr3	152898600	Maldarelli
chr17	75987657	Maldarelli
chrX	13041037	Maldarelli
chrX	13041032	Maldarelli
chr17	75986673	Maldarelli
chr11	347462	Maldarelli
chr7	105717174	Maldarelli
chr11	128125228	Maldarelli
chr19	13283554	Maldarelli
chr9	130757002	Maldarelli
chr7	129456358	Maldarelli
chr9	88529024	Maldarelli
chr14	98084562	Maldarelli
chr11	60808543	Maldarelli
chr16	29726370	Maldarelli
chr11	128312562	Maldarelli
chr17	4286094	Maldarelli
chr10	64448314	Maldarelli
chrY	7764649	Maldarelli
chr9	77998955	Maldarelli
chr9	77998950	Maldarelli
chr1	200202279	Maldarelli
chr13	85917943	Maldarelli
chr20	57745865	Maldarelli
chr7	97087869	Maldarelli
chr2	102907183	Maldarelli
chr17	75979318	Maldarelli
chr6	27682327	Maldarelli
chr10	38208064	Maldarelli
chr15	70413226	Maldarelli
chr18	48375221	Maldarelli
chrY	14340648	Maldarelli
chr13	20479371	Maldarelli
chr11	95460944	Maldarelli
chr2	147263128	Maldarelli
chr17	38753629	Maldarelli
chr17	38753624	Maldarelli
chr11	104581194	Maldarelli
chr1	194485604	Maldarelli
chr14	95844543	Maldarelli
chr10	6991619	Maldarelli
chrX	78396521	Maldarelli
chr11	95398878	Maldarelli
chrX	39836137	Maldarelli
chrX	39836132	Maldarelli
chr13	77934462	Maldarelli
chr1	204763731	Maldarelli
chr1	204763726	Maldarelli
chr2	192508579	Maldarelli
chr1	116857023	Maldarelli
chr6	110261318	Maldarelli
chr1	229269033	Maldarelli
chr2	10669399	Maldarelli
chrX	76645307	Maldarelli
chr1	193604115	Maldarelli
chr2	158529917	Maldarelli
chr12	92219270	Maldarelli
chr6	14693616	Maldarelli
chr1	229890847	Maldarelli
chr1	229890852	Maldarelli
chr9	92684321	Maldarelli
chr4	104785620	Maldarelli
chr12	4295561	Maldarelli
chr13	110639972	Maldarelli
chr11	97681102	Maldarelli
chr6	164435296	Maldarelli
chr8	129655369	Maldarelli
chr21	14640068	Maldarelli
chr3	105959465	Maldarelli
chr10	120217011	Maldarelli
chr11	95071340	Maldarelli
chr2	14904684	Maldarelli
chr21	42394963	Maldarelli
chr8	78575844	Maldarelli
chr4	27421755	Maldarelli
chr8	116270149	Maldarelli
chr1	121484798	Maldarelli
chr9	11500435	Maldarelli
chr10	42365628	Maldarelli
chr13	105793254	Maldarelli
chr1	1030024	Cohn
chr1	1030216	Cohn
chr1	1153454	Cohn
chr1	1153842	Cohn
chr1	1250527	Cohn
chr1	1322469	Cohn
chr1	1555709	Cohn
chr1	1700589	Cohn
chr1	1773301	Cohn
chr1	1777125	Cohn
chr1	2183853	Cohn
chr1	2500805	Cohn
chr1	3479335	Cohn
chr1	4814443	Cohn
chr1	6053239	Cohn
chr1	6522469	Cohn
chr1	6605819	Cohn
chr1	6606237	Cohn
chr1	6606247	Cohn
chr1	8177679	Cohn
chr1	8177883	Cohn
